ISO3,cohortYear,vaccine,coverage
AFG,2002,DTP3,30
AFG,2002,Pol3,51
AFG,2005,BCG,70.2
AFG,2005,DTP1,60.4
AFG,2005,DTP3,34.6
AFG,2005,FULL,27.1
AFG,2005,MCV1,62.6
AFG,2005,Pol3,69.7
AFG,2006,TT2+,23.8
AFG,2007,BCG,73.9
AFG,2007,DTP1,63
AFG,2007,DTP3,43.3
AFG,2007,FULL,37.2
AFG,2007,MCV1,55.9
AFG,2007,Pol3,70.9
AFG,2007,TT2+,33
AFG,2009,PAB,40.8
AFG,2009,TT2+,30.9
AFG,2010,BCG,61.3
AFG,2010,BCG,31
AFG,2010,BCG,64.2
AFG,2010,BCG,33.1
AFG,2010,DTP1,53.2
AFG,2010,DTP1,31.8
AFG,2010,DTP1,57.5
AFG,2010,DTP1,25.6
AFG,2010,DTP3,35
AFG,2010,DTP3,31.5
AFG,2010,DTP3,40.2
AFG,2010,DTP3,8.7
AFG,2010,FULL,17.6
AFG,2010,FULL,29.4
AFG,2010,FULL,30
AFG,2010,FULL,0.7
AFG,2010,MCV1,43.8
AFG,2010,MCV1,29.9
AFG,2010,MCV1,55.5
AFG,2010,MCV1,25.6
AFG,2010,Pol1,66.1
AFG,2010,Pol1,30.4
AFG,2010,Pol1,71.4
AFG,2010,Pol1,41.1
AFG,2010,Pol3,41.8
AFG,2010,Pol3,30.3
AFG,2010,Pol3,48
AFG,2010,Pol3,17.8
AFG,2011,TT2+,35
AFG,2012,BCG,63.9
AFG,2012,BCG,62.4
AFG,2012,BCG,62.4
AFG,2012,BCG,77.9
AFG,2012,BCG,14
AFG,2012,DTP1,63.1
AFG,2012,DTP1,77.6
AFG,2012,DTP1,45.5
AFG,2012,DTP1,77.6
AFG,2012,DTP1,14.5
AFG,2012,DTP3,53.5
AFG,2012,DTP3,50.7
AFG,2012,DTP3,34.6
AFG,2012,DTP3,59.7
AFG,2012,DTP3,6.2
AFG,2012,FULL,46.8
AFG,2012,FULL,36.3
AFG,2012,FULL,18.1
AFG,2012,FULL,51
AFG,2012,FULL,4.1
AFG,2012,HepB1,63.1
AFG,2012,HepB1,77.6
AFG,2012,HepB1,45.5
AFG,2012,HepB1,77.6
AFG,2012,HepB1,14.5
AFG,2012,HepB3,53.5
AFG,2012,HepB3,50.7
AFG,2012,HepB3,34.6
AFG,2012,HepB3,59.7
AFG,2012,HepB3,6.2
AFG,2012,Hib1,63.1
AFG,2012,Hib1,77.6
AFG,2012,Hib1,45.5
AFG,2012,Hib1,77.6
AFG,2012,Hib1,14.5
AFG,2012,Hib3,53.5
AFG,2012,Hib3,50.7
AFG,2012,Hib3,34.6
AFG,2012,Hib3,59.7
AFG,2012,Hib3,6.2
AFG,2012,MCV1,49.6
AFG,2012,MCV1,39.2
AFG,2012,MCV1,26.9
AFG,2012,MCV1,58.8
AFG,2012,MCV1,9.2
AFG,2012,PAB,58.6
AFG,2012,Pol1,63.1
AFG,2012,Pol1,60.6
AFG,2012,Pol1,45.5
AFG,2012,Pol1,77.6
AFG,2012,Pol1,14.5
AFG,2012,Pol3,53.7
AFG,2012,Pol3,49.3
AFG,2012,Pol3,33.9
AFG,2012,Pol3,63.5
AFG,2012,Pol3,9.8
AFG,2012,TT2,73.8
AFG,2012,TT3,49.3
AFG,2012,TT4,23
AFG,2012,TT5,10
AFG,2013,BCG,64
AFG,2013,DTP1,60.9
AFG,2013,DTP3,43.8
AFG,2013,HepB1,60.9
AFG,2013,HepB3,43.8
AFG,2013,Hib1,60.9
AFG,2013,Hib3,43.8
AFG,2013,MCV1,45.1
AFG,2013,Pol1,77.2
AFG,2013,Pol3,56.5
AFG,2014,BCG,73
AFG,2014,BCG,54.5
AFG,2014,BCG,73.7
AFG,2014,DTP1,71.2
AFG,2014,DTP1,54.7
AFG,2014,DTP1,73
AFG,2014,DTP3,55
AFG,2014,DTP3,47
AFG,2014,DTP3,57.7
AFG,2014,FULL,38.2
AFG,2014,FULL,39.7
AFG,2014,FULL,45.7
AFG,2014,HepB1,71.2
AFG,2014,HepB1,54.7
AFG,2014,HepB1,73
AFG,2014,HepB3,55
AFG,2014,HepB3,47
AFG,2014,HepB3,57.7
AFG,2014,Hib1,71.2
AFG,2014,Hib1,54.7
AFG,2014,Hib1,73
AFG,2014,Hib3,55
AFG,2014,Hib3,47
AFG,2014,Hib3,57.7
AFG,2014,MCV1,50.6
AFG,2014,MCV1,43.7
AFG,2014,MCV1,60.4
AFG,2014,PCV1,61.4
AFG,2014,PCV1,48
AFG,2014,PCV1,62.6
AFG,2014,PCV3,41.8
AFG,2014,PCV3,37.2
AFG,2014,PCV3,44.9
AFG,2014,Pol1,85
AFG,2014,Pol1,55.3
AFG,2014,Pol1,85
AFG,2014,Pol3,62.8
AFG,2014,Pol3,48.2
AFG,2014,Pol3,64.8
AGO,2000,BCG,32.6
AGO,2000,BCG,63
AGO,2000,BCG,68.8
AGO,2000,BCG,36.2
AGO,2000,DTP1,29.1
AGO,2000,DTP1,49.8
AGO,2000,DTP1,55.8
AGO,2000,DTP1,26.7
AGO,2000,DTP3,23.1
AGO,2000,DTP3,27.6
AGO,2000,DTP3,33.9
AGO,2000,DTP3,10.9
AGO,2000,FULL,20.4
AGO,2000,FULL,17.7
AGO,2000,FULL,26.7
AGO,2000,FULL,6.3
AGO,2000,MCV1,24.9
AGO,2000,MCV1,42.4
AGO,2000,MCV1,53.4
AGO,2000,MCV1,28.5
AGO,2000,Pol1,30.1
AGO,2000,Pol1,73.7
AGO,2000,Pol1,82.4
AGO,2000,Pol1,52.3
AGO,2000,Pol3,23.7
AGO,2000,Pol3,51.4
AGO,2000,Pol3,63.2
AGO,2000,Pol3,39.5
AGO,2000,TT2+,62.1
AGO,2012,BCG,32
AGO,2012,BCG,88
AGO,2012,DTP1,30
AGO,2012,DTP1,83
AGO,2012,DTP3,27
AGO,2012,DTP3,48
AGO,2012,HepB1,30
AGO,2012,HepB1,83
AGO,2012,HepB3,27
AGO,2012,HepB3,48
AGO,2012,Hib1,30
AGO,2012,Hib1,83
AGO,2012,Hib3,27
AGO,2012,Hib3,48
AGO,2012,MCV1,26
AGO,2012,MCV1,72
AGO,2012,Pol1,30
AGO,2012,Pol1,83
AGO,2012,Pol3,27
AGO,2012,Pol3,42
AGO,2012,YFV,22
AGO,2012,YFV,64
AGO,2013,BCG,65.9
AGO,2013,BCG,31.1
AGO,2013,BCG,70.6
AGO,2013,BCG,39.5
AGO,2013,DTP1,62.1
AGO,2013,DTP1,32.2
AGO,2013,DTP1,66.7
AGO,2013,DTP1,34.5
AGO,2013,DTP2,43.8
AGO,2013,DTP2,29.4
AGO,2013,DTP2,46.3
AGO,2013,DTP2,16.9
AGO,2013,DTP3,31.9
AGO,2013,DTP3,25.5
AGO,2013,DTP3,34.9
AGO,2013,DTP3,9.3
AGO,2013,FULL,22.4
AGO,2013,FULL,21.5
AGO,2013,FULL,26.1
AGO,2013,FULL,4.6
AGO,2013,FULL <1 year,7
AGO,2013,FULL <1 year,7.4
AGO,2013,FULL <1 year,8.5
AGO,2013,FULL <1 year,1
AGO,2013,HepB1,62.1
AGO,2013,HepB1,32.2
AGO,2013,HepB1,66.7
AGO,2013,HepB1,34.5
AGO,2013,HepB3,31.9
AGO,2013,HepB3,25.5
AGO,2013,HepB3,34.9
AGO,2013,HepB3,9.3
AGO,2013,Hib1,62.1
AGO,2013,Hib1,32.2
AGO,2013,Hib1,66.7
AGO,2013,Hib1,34.5
AGO,2013,Hib3,31.9
AGO,2013,Hib3,25.5
AGO,2013,Hib3,34.9
AGO,2013,Hib3,9.3
AGO,2013,MCV1,49.1
AGO,2013,MCV1,25.6
AGO,2013,MCV1,58.7
AGO,2013,MCV1,33.1
AGO,2013,PCV1,51
AGO,2013,PCV1,26.6
AGO,2013,PCV1,55.4
AGO,2013,PCV1,28.8
AGO,2013,PCV2,34
AGO,2013,PCV2,23.1
AGO,2013,PCV2,36.3
AGO,2013,PCV2,13.2
AGO,2013,PCV3,22.5
AGO,2013,PCV3,18.7
AGO,2013,PCV3,25
AGO,2013,PCV3,6.3
AGO,2013,Pol1,56.7
AGO,2013,Pol1,32.5
AGO,2013,Pol1,61.3
AGO,2013,Pol1,28.8
AGO,2013,Pol2,48.1
AGO,2013,Pol2,29.5
AGO,2013,Pol2,51.2
AGO,2013,Pol2,21.7
AGO,2013,Pol3,33.5
AGO,2013,Pol3,25.2
AGO,2013,Pol3,37
AGO,2013,Pol3,11.8
AGO,2013,Rota1,39.2
AGO,2013,Rota1,16.6
AGO,2013,Rota1,44.6
AGO,2013,Rota1,28
AGO,2014,BCG,70.4
AGO,2014,BCG,42.1
AGO,2014,BCG,71.9
AGO,2014,BCG,29.9
AGO,2014,DTP1,67.1
AGO,2014,DTP1,42.9
AGO,2014,DTP1,68.8
AGO,2014,DTP1,25.9
AGO,2014,DTP2,49.7
AGO,2014,DTP2,38.2
AGO,2014,DTP2,51.6
AGO,2014,DTP2,13.4
AGO,2014,DTP3,38.1
AGO,2014,DTP3,33.8
AGO,2014,DTP3,39.6
AGO,2014,DTP3,5.8
AGO,2014,FULL,28.2
AGO,2014,FULL,28.2
AGO,2014,FULL,30.6
AGO,2014,FULL,2.4
AGO,2014,FULL <1 year,12.5
AGO,2014,FULL <1 year,11.3
AGO,2014,FULL <1 year,12.6
AGO,2014,FULL <1 year,1.3
AGO,2014,HepB1,67.1
AGO,2014,HepB1,42.9
AGO,2014,HepB1,68.8
AGO,2014,HepB1,25.9
AGO,2014,HepB3,38.1
AGO,2014,HepB3,33.8
AGO,2014,HepB3,39.6
AGO,2014,HepB3,5.8
AGO,2014,Hib1,67.1
AGO,2014,Hib1,42.9
AGO,2014,Hib1,68.8
AGO,2014,Hib1,25.9
AGO,2014,Hib3,38.1
AGO,2014,Hib3,33.8
AGO,2014,Hib3,39.6
AGO,2014,Hib3,5.8
AGO,2014,MCV1,51.2
AGO,2014,MCV1,31.9
AGO,2014,MCV1,56.1
AGO,2014,MCV1,24.2
AGO,2014,MCV2,25.2
AGO,2014,MCV2,14.9
AGO,2014,MCV2,26.4
AGO,2014,MCV2,11.5
AGO,2014,PAB,66.2
AGO,2014,PCV1,60.6
AGO,2014,PCV1,39.8
AGO,2014,PCV1,62
AGO,2014,PCV1,22.2
AGO,2014,PCV2,41.8
AGO,2014,PCV2,34
AGO,2014,PCV2,43.7
AGO,2014,PCV2,9.7
AGO,2014,PCV3,31
AGO,2014,PCV3,28.2
AGO,2014,PCV3,32.5
AGO,2014,PCV3,4.3
AGO,2014,Pol1,65.8
AGO,2014,Pol1,43.4
AGO,2014,Pol1,67.6
AGO,2014,Pol1,24.2
AGO,2014,Pol2,53.3
AGO,2014,Pol2,38.8
AGO,2014,Pol2,55.5
AGO,2014,Pol2,16.7
AGO,2014,Pol3,39.9
AGO,2014,Pol3,34.6
AGO,2014,Pol3,41.8
AGO,2014,Pol3,7.2
AGO,2014,Rota1,50.6
AGO,2014,Rota1,30.9
AGO,2014,Rota1,52.5
AGO,2014,Rota1,21.5
AGO,2014,RotaC,34.3
AGO,2014,RotaC,24.8
AGO,2014,RotaC,34.9
AGO,2014,RotaC,10.1
AGO,2014,TT2+,56
AGO,2014,YFV,48.5
ALB,2008,BCG,96.8
ALB,2008,BCG,93.8
ALB,2008,BCG,97.9
ALB,2008,BCG,26.9
ALB,2008,DTP1,99.1
ALB,2008,DTP1,95.8
ALB,2008,DTP1,99.5
ALB,2008,DTP1,29.4
ALB,2008,DTP3,97.2
ALB,2008,DTP3,95.8
ALB,2008,DTP3,97.6
ALB,2008,DTP3,19.1
ALB,2008,FULL,93.5
ALB,2008,FULL,91.4
ALB,2008,FULL,95.1
ALB,2008,FULL,16.8
ALB,2008,HepB1,98.1
ALB,2008,HepB1,95.8
ALB,2008,HepB1,98.6
ALB,2008,HepB1,25.9
ALB,2008,HepB3,97.2
ALB,2008,HepB3,95.8
ALB,2008,HepB3,97.6
ALB,2008,HepB3,18.4
ALB,2008,MCV1,95.7
ALB,2008,MCV1,93.6
ALB,2008,MCV1,96.7
ALB,2008,MCV1,24.3
ALB,2008,PAB,67.5
ALB,2008,Pol1,98.1
ALB,2008,Pol1,95.8
ALB,2008,Pol1,98.6
ALB,2008,Pol1,28.3
ALB,2008,Pol3,97.1
ALB,2008,Pol3,95.7
ALB,2008,Pol3,98
ALB,2008,Pol3,19.9
ALB,2008,TT2+,63.1
ARG,2011,TT2+,43.3
ARM,2004,BCG,97.9
ARM,2004,BCG,90.4
ARM,2004,BCG,98.1
ARM,2004,BCG,7.7
ARM,2004,DTP1,86.7
ARM,2004,DTP1,87.4
ARM,2004,DTP1,94.5
ARM,2004,DTP1,7.1
ARM,2004,DTP3,44.8
ARM,2004,DTP3,68.2
ARM,2004,DTP3,71.4
ARM,2004,DTP3,3.2
ARM,2004,FULL,1.8
ARM,2004,FULL,59.4
ARM,2004,FULL,59.7
ARM,2004,FULL,0.3
ARM,2004,HepB1,97.3
ARM,2004,HepB1,90.3
ARM,2004,HepB1,97.5
ARM,2004,HepB1,7.1
ARM,2004,HepB3,66.5
ARM,2004,HepB3,71.9
ARM,2004,HepB3,75.4
ARM,2004,HepB3,3.5
ARM,2004,MCV1,2.9
ARM,2004,MCV1,69.2
ARM,2004,MCV1,72.3
ARM,2004,MCV1,3.1
ARM,2004,Pol1,92.8
ARM,2004,Pol1,89.9
ARM,2004,Pol1,97.5
ARM,2004,Pol1,7.5
ARM,2004,Pol3,41.6
ARM,2004,Pol3,72.5
ARM,2004,Pol3,76.9
ARM,2004,Pol3,4.3
ARM,2009,BCG,99.5
ARM,2009,BCG,92.3
ARM,2009,BCG,99.5
ARM,2009,BCG,7.3
ARM,2009,DTP1,98.4
ARM,2009,DTP1,91.8
ARM,2009,DTP1,98.9
ARM,2009,DTP1,7.1
ARM,2009,DTP3,91.8
ARM,2009,DTP3,90.3
ARM,2009,DTP3,95
ARM,2009,DTP3,4.6
ARM,2009,FULL,87.1
ARM,2009,FULL,86.8
ARM,2009,FULL,91.5
ARM,2009,FULL,4.6
ARM,2009,HepB1,98.3
ARM,2009,HepB1,91.6
ARM,2009,HepB1,98.3
ARM,2009,HepB1,6.6
ARM,2009,HepB3,87.9
ARM,2009,HepB3,85.3
ARM,2009,HepB3,89.5
ARM,2009,HepB3,4.2
ARM,2009,MCV1,92.6
ARM,2009,MCV1,88.3
ARM,2009,MCV1,95.4
ARM,2009,MCV1,7.1
ARM,2009,Pol1,98.9
ARM,2009,Pol1,92.1
ARM,2009,Pol1,99.4
ARM,2009,Pol1,7.3
ARM,2009,Pol3,93.3
ARM,2009,Pol3,90.3
ARM,2009,Pol3,95.3
ARM,2009,Pol3,5
ARM,2013,BCG,99.2
ARM,2013,BCG,92.4
ARM,2013,BCG,99.2
ARM,2013,BCG,6.8
ARM,2013,DTP1,94.5
ARM,2013,DTP1,91.1
ARM,2013,DTP1,96.4
ARM,2013,DTP1,5.4
ARM,2013,DTP2,92.8
ARM,2013,DTP2,89.9
ARM,2013,DTP2,94.6
ARM,2013,DTP2,4.8
ARM,2013,DTP3,87.4
ARM,2013,DTP3,88.3
ARM,2013,DTP3,92.6
ARM,2013,DTP3,4.3
ARM,2013,FULL,83.6
ARM,2013,FULL,85.8
ARM,2013,FULL,88.9
ARM,2013,FULL,3.2
ARM,2013,FULL <1 year,67.1
ARM,2013,FULL <1 year,71.7
ARM,2013,FULL <1 year,72.6
ARM,2013,FULL <1 year,0.9
ARM,2013,HepB1,94.5
ARM,2013,HepB1,91.1
ARM,2013,HepB1,96.4
ARM,2013,HepB1,5.4
ARM,2013,HepB3,87.4
ARM,2013,HepB3,88.3
ARM,2013,HepB3,92.6
ARM,2013,HepB3,4.3
ARM,2013,HepBB,98.2
ARM,2013,HepBB,91.3
ARM,2013,HepBB,98.2
ARM,2013,HepBB,6.8
ARM,2013,Hib1,94.5
ARM,2013,Hib1,91.1
ARM,2013,Hib1,96.4
ARM,2013,Hib1,5.4
ARM,2013,Hib3,87.4
ARM,2013,Hib3,88.3
ARM,2013,Hib3,92.6
ARM,2013,Hib3,4.3
ARM,2013,MCV1,91.2
ARM,2013,MCV1,87.4
ARM,2013,MCV1,92.8
ARM,2013,MCV1,5.4
ARM,2013,PCV1,25.5
ARM,2013,PCV1,23.7
ARM,2013,PCV1,26.8
ARM,2013,PCV1,3.1
ARM,2013,PCV2,23
ARM,2013,PCV2,21.1
ARM,2013,PCV2,24.2
ARM,2013,PCV2,3.1
ARM,2013,PCV3,17.5
ARM,2013,PCV3,15.6
ARM,2013,PCV3,17.5
ARM,2013,PCV3,1.9
ARM,2013,Pol1,96.1
ARM,2013,Pol1,92.4
ARM,2013,Pol1,98.9
ARM,2013,Pol1,6.5
ARM,2013,Pol2,95
ARM,2013,Pol2,91.4
ARM,2013,Pol2,97.9
ARM,2013,Pol2,6.5
ARM,2013,Pol3,91.3
ARM,2013,Pol3,89.7
ARM,2013,Pol3,95.6
ARM,2013,Pol3,5.9
ARM,2013,RCV1,91.2
ARM,2013,RCV1,87.4
ARM,2013,RCV1,92.8
ARM,2013,RCV1,5.4
ARM,2013,Rota1,92.4
ARM,2013,Rota1,87.7
ARM,2013,Rota1,92.4
ARM,2013,Rota1,4.7
ARM,2013,RotaC,85.6
ARM,2013,RotaC,84
ARM,2013,RotaC,87.3
ARM,2013,RotaC,3.3
ARM,2014,BCG,99
ARM,2014,BCG,95.5
ARM,2014,BCG,99
ARM,2014,BCG,3.5
ARM,2014,DTP1,97.7
ARM,2014,DTP1,95
ARM,2014,DTP1,98.5
ARM,2014,DTP1,3.5
ARM,2014,DTP2,94.2
ARM,2014,DTP2,92.1
ARM,2014,DTP2,95.6
ARM,2014,DTP2,3.5
ARM,2014,DTP3,90.4
ARM,2014,DTP3,90.1
ARM,2014,DTP3,92.7
ARM,2014,DTP3,2.6
ARM,2014,FULL <1 year,84.4
ARM,2014,FULL <1 year,84.2
ARM,2014,FULL <1 year,86.4
ARM,2014,FULL <1 year,2.2
ARM,2014,HepB1,97.7
ARM,2014,HepB1,95
ARM,2014,HepB1,98.5
ARM,2014,HepB1,3.5
ARM,2014,HepB3,90.4
ARM,2014,HepB3,90.1
ARM,2014,HepB3,92.7
ARM,2014,HepB3,2.6
ARM,2014,HepBB,97.9
ARM,2014,HepBB,94.4
ARM,2014,HepBB,97.9
ARM,2014,HepBB,3.5
ARM,2014,Hib1,97.7
ARM,2014,Hib1,95
ARM,2014,Hib1,98.5
ARM,2014,Hib1,3.5
ARM,2014,Hib3,90.4
ARM,2014,Hib3,90.1
ARM,2014,Hib3,92.7
ARM,2014,Hib3,2.6
ARM,2014,PCV1,61.2
ARM,2014,PCV1,59.1
ARM,2014,PCV1,61.6
ARM,2014,PCV1,2.6
ARM,2014,PCV2,57.3
ARM,2014,PCV2,55.5
ARM,2014,PCV2,57.7
ARM,2014,PCV2,2.2
ARM,2014,PCV3,50.5
ARM,2014,PCV3,50.3
ARM,2014,PCV3,51.5
ARM,2014,PCV3,1.2
ARM,2014,Pol1,97.8
ARM,2014,Pol1,94.3
ARM,2014,Pol1,97.8
ARM,2014,Pol1,3.5
ARM,2014,Pol2,96.2
ARM,2014,Pol2,93.3
ARM,2014,Pol2,96.8
ARM,2014,Pol2,3.5
ARM,2014,Pol3,92
ARM,2014,Pol3,90.6
ARM,2014,Pol3,93.2
ARM,2014,Pol3,2.6
ARM,2014,Rota1,92.6
ARM,2014,Rota1,90
ARM,2014,Rota1,92.6
ARM,2014,Rota1,2.6
ARM,2014,RotaC,89.2
ARM,2014,RotaC,87.7
ARM,2014,RotaC,90.2
ARM,2014,RotaC,2.4
ATG,2001,BCG,40
ATG,2001,DTP3,90
ATG,2001,HepB3,90
ATG,2001,Hib3,70
ATG,2001,MCV1,96.7
ATG,2001,Pol3,93.3
ATG,2002,BCG,42.9
ATG,2002,DTP3,96.4
ATG,2002,HepB3,89.3
ATG,2002,Hib3,75
ATG,2002,MCV1,92.9
ATG,2002,Pol3,100
ATG,2003,BCG,42.4
ATG,2003,DTP3,87.9
ATG,2003,HepB3,81.8
ATG,2003,Hib3,72.7
ATG,2003,MCV1,93.9
ATG,2003,Pol3,100
ATG,2004,BCG,33.3
ATG,2004,DTP3,84.3
ATG,2004,HepB3,76.5
ATG,2004,Hib3,62.7
ATG,2004,MCV1,90.2
ATG,2004,Pol3,100
ATG,2005,BCG,37.9
ATG,2005,DTP3,96.6
ATG,2005,HepB3,58.6
ATG,2005,Hib3,48.3
ATG,2005,MCV1,89.7
ATG,2005,Pol3,100
AZE,2005,BCG,80.3
AZE,2005,BCG,67.9
AZE,2005,BCG,81.6
AZE,2005,BCG,13.7
AZE,2005,DTP1,80.5
AZE,2005,DTP1,70.8
AZE,2005,DTP1,81.3
AZE,2005,DTP1,10.5
AZE,2005,DTP3,65.2
AZE,2005,DTP3,65.9
AZE,2005,DTP3,70.7
AZE,2005,DTP3,4.8
AZE,2005,FULL,33
AZE,2005,FULL,40.8
AZE,2005,FULL,41.4
AZE,2005,FULL,0.7
AZE,2005,HepB1,71.3
AZE,2005,HepB1,64.1
AZE,2005,HepB1,71.3
AZE,2005,HepB1,7.2
AZE,2005,HepB3,44
AZE,2005,HepB3,44.4
AZE,2005,HepB3,45.7
AZE,2005,HepB3,1.3
AZE,2005,MCV1,61.1
AZE,2005,MCV1,58.2
AZE,2005,MCV1,67.3
AZE,2005,MCV1,9.1
AZE,2005,Pol1,81.3
AZE,2005,Pol1,71.4
AZE,2005,Pol1,82.1
AZE,2005,Pol1,10.7
AZE,2005,Pol3,68.2
AZE,2005,Pol3,68.1
AZE,2005,Pol3,72.4
AZE,2005,Pol3,4.3
AZE,2010,BCG,97.9
AZE,2010,DTP1,93.5
AZE,2010,DTP3,80.7
AZE,2010,FULL,74
AZE,2010,HepB1,95.3
AZE,2010,HepB3,80.2
AZE,2010,MCV1,88.6
AZE,2010,Pol1,95.2
AZE,2010,Pol3,85.2
BDI,2004,BCG,90.2
BDI,2004,BCG,62.4
BDI,2004,BCG,90.7
BDI,2004,BCG,28.3
BDI,2004,DTP1,73.9
BDI,2004,DTP1,47.4
BDI,2004,DTP1,74.9
BDI,2004,DTP1,27.5
BDI,2004,DTP3,60.1
BDI,2004,DTP3,44.1
BDI,2004,DTP3,62.7
BDI,2004,DTP3,18.6
BDI,2004,FULL,34.8
BDI,2004,FULL,35
BDI,2004,FULL,45.8
BDI,2004,FULL,10.8
BDI,2004,MCV1,68.8
BDI,2004,MCV1,50.8
BDI,2004,MCV1,77.9
BDI,2004,MCV1,27.2
BDI,2004,PAB,76
BDI,2004,Pol1,89.1
BDI,2004,Pol1,62.6
BDI,2004,Pol1,90.3
BDI,2004,Pol1,27.7
BDI,2004,Pol3,67.5
BDI,2004,Pol3,54.4
BDI,2004,Pol3,71
BDI,2004,Pol3,16.6
BDI,2004,TT2+,38.3
BDI,2009,BCG,98.8
BDI,2009,BCG,61.7
BDI,2009,BCG,98.9
BDI,2009,BCG,37.3
BDI,2009,DTP1,98.8
BDI,2009,DTP1,61.8
BDI,2009,DTP1,99
BDI,2009,DTP1,37.2
BDI,2009,DTP3,94.6
BDI,2009,DTP3,60.6
BDI,2009,DTP3,95.4
BDI,2009,DTP3,34.7
BDI,2009,FULL,78.5
BDI,2009,FULL,58.6
BDI,2009,FULL,83
BDI,2009,FULL,24.4
BDI,2009,HepB1,98.8
BDI,2009,HepB1,61.8
BDI,2009,HepB1,99
BDI,2009,HepB1,37.2
BDI,2009,HepB3,94.6
BDI,2009,HepB3,60.6
BDI,2009,HepB3,95.4
BDI,2009,HepB3,34.7
BDI,2009,Hib1,98.8
BDI,2009,Hib1,61.8
BDI,2009,Hib1,99
BDI,2009,Hib1,37.2
BDI,2009,Hib3,94.6
BDI,2009,Hib3,60.6
BDI,2009,Hib3,95.4
BDI,2009,Hib3,34.7
BDI,2009,MCV1,88.8
BDI,2009,MCV1,59.3
BDI,2009,MCV1,94.3
BDI,2009,MCV1,35
BDI,2009,PAB,82.3
BDI,2009,Pol1,98.3
BDI,2009,Pol1,61.8
BDI,2009,Pol1,98.6
BDI,2009,Pol1,36.7
BDI,2009,Pol3,87
BDI,2009,Pol3,60.3
BDI,2009,Pol3,87.4
BDI,2009,Pol3,27.1
BDI,2009,TT2+,31.7
BDI,2011,BCG,97.6
BDI,2011,BCG,29
BDI,2011,BCG,98.3
BDI,2011,BCG,69.3
BDI,2011,DTP1,97.2
BDI,2011,DTP1,29
BDI,2011,DTP1,99
BDI,2011,DTP1,70
BDI,2011,DTP3,95.9
BDI,2011,DTP3,29
BDI,2011,DTP3,98.3
BDI,2011,DTP3,69.3
BDI,2011,FULL,83.1
BDI,2011,FULL,27.3
BDI,2011,FULL,94.9
BDI,2011,FULL,67.6
BDI,2011,HepB1,97.2
BDI,2011,HepB1,29
BDI,2011,HepB1,99
BDI,2011,HepB1,70
BDI,2011,HepB3,95.9
BDI,2011,HepB3,29
BDI,2011,HepB3,98.3
BDI,2011,HepB3,69.3
BDI,2011,Hib1,97.2
BDI,2011,Hib1,29
BDI,2011,Hib1,99
BDI,2011,Hib1,70
BDI,2011,Hib3,95.9
BDI,2011,Hib3,29
BDI,2011,Hib3,98.3
BDI,2011,Hib3,69.3
BDI,2011,MCV1,93.2
BDI,2011,MCV1,28.5
BDI,2011,MCV1,97
BDI,2011,MCV1,68.6
BDI,2011,Pol1,97.6
BDI,2011,Pol1,28.9
BDI,2011,Pol1,99.1
BDI,2011,Pol1,70.1
BDI,2011,Pol3,95.9
BDI,2011,Pol3,28.8
BDI,2011,Pol3,98.3
BDI,2011,Pol3,69.6
BDI,2014,BCG,97.4
BDI,2014,BCG,60.1
BDI,2014,BCG,98
BDI,2014,BCG,38
BDI,2014,DTP1,98.2
BDI,2014,DTP1,60.6
BDI,2014,DTP1,98.8
BDI,2014,DTP1,38.2
BDI,2014,DTP2,98
BDI,2014,DTP2,60.6
BDI,2014,DTP2,98.6
BDI,2014,DTP2,38
BDI,2014,DTP3,95.8
BDI,2014,DTP3,59.9
BDI,2014,DTP3,96.7
BDI,2014,DTP3,36.8
BDI,2014,FULL,80.2
BDI,2014,FULL,57.4
BDI,2014,FULL,83.8
BDI,2014,FULL,26.4
BDI,2014,FULL <1 year,50.9
BDI,2014,FULL <1 year,34
BDI,2014,FULL <1 year,53.1
BDI,2014,FULL <1 year,19.1
BDI,2014,HepB1,98.2
BDI,2014,HepB1,60.6
BDI,2014,HepB1,98.8
BDI,2014,HepB1,38.2
BDI,2014,HepB3,95.8
BDI,2014,HepB3,59.9
BDI,2014,HepB3,96.7
BDI,2014,HepB3,36.8
BDI,2014,Hib1,98.2
BDI,2014,Hib1,60.6
BDI,2014,Hib1,98.8
BDI,2014,Hib1,38.2
BDI,2014,Hib3,95.8
BDI,2014,Hib3,59.9
BDI,2014,Hib3,96.7
BDI,2014,Hib3,36.8
BDI,2014,MCV1,92.8
BDI,2014,MCV1,59.5
BDI,2014,MCV1,96.1
BDI,2014,MCV1,36.7
BDI,2014,PCV1,90.9
BDI,2014,PCV1,54.4
BDI,2014,PCV1,91.6
BDI,2014,PCV1,37.2
BDI,2014,PCV2,89.7
BDI,2014,PCV2,54.1
BDI,2014,PCV2,90.2
BDI,2014,PCV2,36.2
BDI,2014,PCV3,87
BDI,2014,PCV3,53.1
BDI,2014,PCV3,87.7
BDI,2014,PCV3,34.6
BDI,2014,Pol1,97.5
BDI,2014,Pol1,60.6
BDI,2014,Pol1,98.1
BDI,2014,Pol1,37.5
BDI,2014,Pol2,96.2
BDI,2014,Pol2,60.4
BDI,2014,Pol2,96.9
BDI,2014,Pol2,36.4
BDI,2014,Pol3,86.6
BDI,2014,Pol3,59.4
BDI,2014,Pol3,87.5
BDI,2014,Pol3,28
BDI,2014,Rota1,87.6
